31786011,Rewiring Neuronal Glycerolipid Metabolism Determines the Extent of Axon Regeneration,"Abstract:How adult neurons coordinate lipid metabolism to regenerate axons remains elusive. We found that depleting neuronal lipin1, a key enzyme controlling the balanced synthesis of glycerolipids through the glycerol phosphate pathway, enhanced axon regeneration after optic nerve injury. Axotomy elevated lipin1 in retinal ganglion cells, which contributed to regeneration failure in the CNS by favorably producing triglyceride (TG) storage lipids rather than phospholipid (PL) membrane lipids in neurons. Regrowth induced by lipin1 depletion required TG hydrolysis and PL synthesis. Decreasing TG synthesis by deleting neuronal diglyceride acyltransferases (DGATs) and enhancing PL synthesis through the Kennedy pathway promoted axon regeneration. In addition, peripheral neurons adopted this mechanism for their spontaneous axon regeneration. Our study reveals a critical role of lipin1 and DGATs as intrinsic regulators of glycerolipid metabolism in neurons and indicates that directing neuronal lipid synthesis away from TG synthesis and toward PL synthesis may promote axon regeneration.              Keywords:                    DGAT1; DGAT2; Lipin1; axon regeneration; glycerolipid; phospholipid; retinal ganglion cell; triglyceride."
18581256,Investigation of Lpin1 as a candidate gene for fat deposition in pigs,"Abstract:Lpin1 deficiency prevents normal adipose tissue development and remarkably reduces adipose tissue mass, while overexpression of the Lpin1 gene in either skeletal muscle or adipose tissue promotes adiposity in mice. However, little is known about the porcine Lpin1 gene. In the present study, a 5,559-bp cDNA sequence of the porcine Lpin1 gene was obtained by RT-PCR and 3'RACE. The sequence consisted of a 111-bp 5'UTR, a 2,685-bp open reading frame encoding a protein of 894 amino acids and a 2,763-bp 3'UTR. Semi-quantitative RT-PCR analysis revealed that Lpin1 had a high level of expression in the liver, spleen, skeletal muscle and fat, a low level of expression in the heart, lung and kidney. The porcine Lpin1 gene was assigned to 3q21-27 by using the somatic cell hybrid panel (SCHP) and the radiation hybrid (IMpRH) panel. One C93T single nucleotide polymorphism (SNP) was identified and genotyped using the TaqI PCR-RFLP method. Association analysis between the genotypes and fat deposition traits suggested that different genotypes of the Lpin1 gene were associated with percentage of leaf fat and intramuscular fat."
33160098,m6A Regulates Liver Metabolic Disorders and Hepatogenous Diabetes,"Abstract:N6-methyladenosine (m6A) is one of the most abundant modifications on mRNAs and plays important roles in various biological processes. The formation of m6A is catalyzed by a methyltransferase complex (MTC) containing a key factor methyltransferase-like 3 (Mettl3). However, the functions of Mettl3 and m6A modification in hepatic lipid and glucose metabolism remain unclear. Here, we showed that both Mettl3 expression and m6A level increased in the livers of mice with high fat diet (HFD)-induced metabolic disorders. Overexpression of Mettl3 aggravated HFD-induced liver metabolic disorders and insulin resistance. In contrast, hepatocyte-specific knockout of Mettl3 significantly alleviated HFD-induced metabolic disorders by slowing weight gain, reducing lipid accumulation, and improving insulin sensitivity. Mechanistically, Mettl3 depletion-mediated m6A loss caused extended RNA half-lives of metabolism-related genes, which consequently protected mice against HFD-induced metabolic syndrome. Our findings reveal a critical role of Mettl3-mediated m6A in HFD-induced metabolic disorders and hepatogenous diabetes.              Keywords:                    High fat diet; Insulin resistance; Lpin1; Mettl3; RNA methylation."
26909335,Molecular analysis of LPIN1 in Jordanian patients with rhabdomyolysis,"Abstract:Recessive mutations in LPIN1, which encodes a phosphatidate phosphatase enzyme, are a frequent cause of severe rhabdomyolysis in childhood. Hence, we sequenced the 19 coding exons of the gene in eight patients with recurrent hereditary myoglobinuria from four unrelated families in Jordan. The long-term goal is to facilitate molecular genetic diagnosis without the need for invasive procedures such as muscle biopsies. Three different mutations were detected, including the novel missense mutation c.2395G>C (Gly799Arg), which was found in two families. The two other mutations, c.2174G>A (Arg725His) and c.1162C>T (Arg388X), have been previously identified, and were found to cosegregate with the disease phenotype in the other two families. Intriguingly, patients homozygous for Arg725His were also homozygous for the c.1828C>T (Pro610Ser) polymorphism, and were exercise-intolerant between myoglobinuria episodes. Notably, patients homozygous for Arg388X were also homozygous for the c.2250G>C silent variant (Gly750Gly). Taken together, the data provide family-based evidence linking hereditary myoglobinuria to pathogenic variations in the C-terminal lipin domain of the enzyme. This finding highlights the functional significance of this domain in the absence of structural information. This is the first analysis of LPIN1 in myoglobinuria patients of Jordanian origin, and the fourth such analysis worldwide.               Keywords:                    C-LIP domain; Lipin-1; myoglobinuria."
22157924,LPIN1 rs13412852 polymorphism in pediatric nonalcoholic fatty liver disease,"Abstract                        Objectives:                    The aim of the present study was to evaluate whether the lipin1 rs13412852 C>T polymorphism is associated with nonalcoholic steatohepatitis and fibrosis in pediatric Italian patients with nonalcoholic fatty liver disease (NAFLD).              Methods:                    A total of 142 untreated, consecutive children and 115 adults with biopsy-proven NAFLD and 337 healthy controls without steatosis were studied. Liver histology was assessed by the NAFLD activity score and the rs13412852 polymorphism by a 5' nuclease Taqman assay.              Results:                    Homozygosity for the rs13412852 T allele was underrepresented in pediatric, but not adult, patients with NAFLD compared with healthy controls (7% vs 14%; odds ratio [OR] 0.58, 95% confidence interval [CI] 0.35-0.91), and it was associated with lower triglycerides both in pediatric patients and healthy controls (P ≤ 0.01). Affected children carrying the rs13412852 TT genotype had a trend for a lower prevalence of nonalcoholic steatohepatitis, and significantly less severe liver damage, as indicated by NAFLD activity score severity (P = 0.026) and a lower prevalence of liver fibrosis (P = 0.012). The negative association between rs13412852 TT genotype and fibrosis was independent of Patatin-like phospholipase domain-containing-3 genotype and other clinical risk factors, including age, waist circumference, the presence of hyperglycemia, and alanine transaminase levels (OR 0.29; 95% CI 0.11-0.66), and it was confirmed at multivariate analysis in adults (OR 0.15; 95% CI 0.02-0.67).              Conclusions:                    Lipin1 rs13412852 single nucleotide polymorphism is associated with the severity of liver damage and fibrosis progression in pediatric patients with histological NAFLD."
36105394,Identification of ferroptosis-associated biomarkers for the potential diagnosis and treatment of postmenopausal osteoporosis,"Abstract                        Objective:                    Postmenopausal osteoporosis (PMOP) is one of the most commonly occurring conditions worldwide and is characterized by estrogen deficiency as well as persistent calcium loss with age. The aim of our study was to identify significant ferroptosis-associated biomarkers for PMOP.              Methods and materials:                    We obtained our training dataset from the Gene Expression Omnibus (GEO) database using GSE56815 expression profiling data. Meanwhile, we extracted ferroptosis-associated genes for further analysis. Differentially expressed ferroptosis-associated genes (DEFAGs) between OP patients and normal controls were selected using the ""limma"" package. We established a ferroptosis-associated gene signature using training models, specifically, random forest (RF) and support vector machine (SVM) models. It was further validated in another dataset (GSE56814) which also showed a high AUC: 0.98, indicating high diagnostic value. Using consensus clustering, the OP patient subtypes were identified. A ferroptosis associated gene (FAG)-Scoring scheme was developed by PCA. The important candidate genes associated with OP were also compared between different ferrclusters and geneclusters.              Results:                    There were significant DEFAGs acquired, of which five (HMOX1, HAMP, LPIN1, MAP3K5, FLT3) were selected for establishing a ferroptosis-associated gene signature. Analyzed from the ROC curve, our established RF model had a higher AUC value than the SVM model (RF model AUC:1.00). Considering these results, the established RF model was chosen to be the most appropriate training model. Later, based on the expression levels of the five DEFAGs, a clinical application nomogram was established. The OP patients were divided into two subtypes (ferrcluster A, B and genecluster A, B, respectively) according to the consensus clustering method based on DEFAGs and differentially expressed genes (DEGs). Ferrcluster B and genecluster B had higher ferroptosis score than ferrcluster A and genecluster A, respectively. The expression of COL1A1 gene was significantly higher in ferrcluster B and gencluster B compared with ferrcluster A and gencluster A, respectively, while there is no statistical difference in term of VDR gene, COL1A2 genes, and PTH gene expressions between ferrcluster A and B, together with gencluster A and B.              Conclusions:                    On the basis of five explanatory variables (HMOX1, HAMP, LPIN1, MAP3K5 and FLT3), we developed a diagnostic ferroptosis-associated gene signature and identified two differently categorized OP subtypes that may potentially be applied for the early diagnosis and individualized treatment of PMOP. The ER gene, VDR gene, IL-6 gene, COL1A1 and COL1A2 genes, and PTH gene are important candidate gene of OP, however, more studies are still anticipated to further elucidate the relationship between these genes and ferroptosis in OP.              Keywords:                    biomarker; candidate genes; consensus clustering; ferroptosis; postmenopausal osteoporosis."
21816276,mTOR complex 1 regulates lipin 1 localization to control the SREBP pathway,"Abstract:The nutrient- and growth factor-responsive kinase mTOR complex 1 (mTORC1) regulates many processes that control growth, including protein synthesis, autophagy, and lipogenesis. Through unknown mechanisms, mTORC1 promotes the function of SREBP, a master regulator of lipo- and sterolgenic gene transcription. Here, we demonstrate that mTORC1 regulates SREBP by controlling the nuclear entry of lipin 1, a phosphatidic acid phosphatase. Dephosphorylated, nuclear, catalytically active lipin 1 promotes nuclear remodeling and mediates the effects of mTORC1 on SREBP target gene, SREBP promoter activity, and nuclear SREBP protein abundance. Inhibition of mTORC1 in the liver significantly impairs SREBP function and makes mice resistant, in a lipin 1-dependent fashion, to the hepatic steatosis and hypercholesterolemia induced by a high-fat and -cholesterol diet. These findings establish lipin 1 as a key component of the mTORC1-SREBP pathway."
18693052,LPIN1 genetic variation is associated with rosiglitazone response in type 2 diabetic patients,"Abstract:Lipin1 protein, a product of the LPIN1 gene, is required for normal adipose tissue development and metabolism. Lipin1 deficiency results in immature adipocyte development in cases of mouse fatty liver dystrophy and human lipodystrophy. Recently, pioglitazone has been reported to increase human adipocyte lipin1 expression. We evaluated the effects of LPIN1 polymorphisms on rosiglitazone response in patients with type 2 diabetes (T2DM). A total of 262 patients were treated with 12 weeks of rosiglitazone (4 mg/day) in addition to their previous drug regimen medications. Six single nucleotide polymorphisms (SNPs) at the LPIN1 locus were genotyped: rs11693809, rs10192566, rs2278513, rs2577262, rs2716610, and rs1050800. Because rs11693809, rs10192566, and rs2278513 are in nearly complete linkage disequilibrium (D'>0.958, r(2) >0.882), we analyzed rs10192566, rs2577262, rs2716610, and rs1050800. Rs10192566 was significantly associated with rosiglitazone treatment response. Patients with the G allele in rs10192566 had a larger decrease in fasting plasma glucose, 2-h postprandial glucose, and HbA1c than those without. This genetic effect remained significant after adjustment for age, sex, and initial body weight. No other SNPs were associated with response. These data suggest that LPIN1 genetic variations can affect rosiglitazone treatment response in T2DM."
26111941,A novel therapeutic approach for LPIN1 mutation-associated rhabdomyolysis--The Austrian experience,"Abstract                        Introduction:                    Lipin 1 gene (LPIN1) mutations lead to cellular energy deficiency and cause up to 50% of the rhabdomyolysis episodes seen in pediatric patients. These episodes are associated with poor prognosis, as treatment options have been limited. We propose a novel therapeutic strategy based on prevention and early treatment of catabolism.              Methods:                    Five patients were diagnosed with LPIN1 mutations. They were instructed to maintain high caloric intake in situations possibly leading to catabolism such as viral infections or excessive physical activity. When an episode of rhabdomyolysis occurred, patients were treated with intravenous high-concentration glucose at first symptoms.              Results:                    The therapeutic strategies described limited the number of rhabdomyolyis episodes, and the duration of episodes was reduced from 7-10 days, as reported in the literature, to 5 days.              Conclusion:                    In this small series, patients with LPIN1 mutations appear to have benefited from prevention and early treatment of catabolism.              Keywords:                    LPIN1 mutation; children; common infection; energetic deficiency; rhabdomyolysis."
19793967,Concurrent Lpin1 and Nrcam mouse mutations result in severe peripheral neuropathy with transitory hindlimb paralysis,"Abstract:Peripheral neuropathy is a broad category of disorders with a diverse etiology, grouped together by their common pathogenic effect on the peripheral nervous system (PNS). Because of the heterogeneity observed to be responsible for these disorders, a forward genetics method of gene discovery was used to identify additional affected pathways. In this report, we describe the mutant mouse line 20884, generated by N-ethyl-N-nitrosourea mutagenesis, which is characterized by adult-onset transitory hindlimb paralysis. Linkage mapping revealed that two point mutations are responsible for the phenotype: a partial loss-of-function mutation in the gene for phosphatidate phosphatase Lpin1 and a truncation mutation in the gene that encodes the neuronal cell adhesion molecule NrCAM. To investigate how the 20884 Lpin1 and Nrcam mutations interact to produce the paralysis phenotype, the double mutant and both single mutants were analyzed by quantitative behavioral, histological, and electrophysiological means. The Lpin1(20884) mutant and the double mutant are characterized by similar levels of demyelination and aberrant myelin structures. Nevertheless, the double mutant exhibits more severe electrophysiological abnormalities than the Lpin1(20884) mutant. The Nrcam(20884) mutant is characterized by normal sciatic nerve morphology and a mild electrophysiological defect. Comparison of the double mutant phenotype with the two single mutants does not point to an additive relationship between the two defects; rather, the Lpin1(20884) and Nrcam(20884) defects appear to act synergistically to produce the 20884 phenotype. It is proposed that the absence of NrCAM in a demyelinating environment has a deleterious effect, possibly by impairing the process of remyelination."
33599498,MiR-99b-5p Attenuates Adipogenesis by Targeting SCD1 and Lpin1 in 3T3-L1 Cells,"Abstract:The number and distribution of adipocytes directly affect the quality of livestock meat products. The analysis of the adipogenesis mechanism is the basis for improving meat quality. The formation of adipocytes is regulated by many factors, including a class of endogenous small RNAs, named microRNA (miRNA). Previous studies have shown that miRNAs could affect adipogenesis by post-transcriptional regulation of target genes. In our study, a decreased miR-99b-5p expression level was found in the adipose tissue of obese mice. Overexpression of miR-99b-5p could increase cell proliferation by promoting the cell cycle while inhibiting cell differentiation. In addition, interference with miR-99b-5p obtained the opposite result. Furthermore, the proteomics sequencing analysis screened 1154 differentially expressed proteins, which are closely related to adipocyte differentiation and fatty acid metabolism. In addition, the results of the dual-luciferase test showed that miR-99b-5p can directly target the proteins SCD1 and Lpin1 with significantly different expression levels in proteomic sequencing. Then, this result was verified at the level of mRNA and protein in a further study. Collectively, these results suggested that miR-99b-5p may be a target for improving meat quality.              Keywords:                    3T3-L1 cells; Lpin1; SCD1; differentiation; miR-99b-5p; proliferation."
22481384,"Study of LPIN1, LPIN2 and LPIN3 in rhabdomyolysis and exercise-induced myalgia","Abstract                        Background:                    Recessive LPIN1 mutations were identified as a cause of severe rhabdomyolysis in pediatric patients. The human lipin family includes two other closely related members, lipin-2 and 3, which share strong homology and similar activity. The study aimed to determine the involvement of the LPIN family genes in a cohort of pediatric and adult patients (n = 171) presenting with muscular symptoms, ranging from severe (CK >10 000 UI/L) or moderate (CK <10 000 UI/L) rhabdomyolysis (n = 141) to exercise-induced myalgia (n = 30), and to report the clinical findings in patients harboring mutations.              Methods:                    Coding regions of LPIN1, LPIN2 and LPIN3 genes were sequenced using genomic or complementary DNAs.              Results:                    Eighteen patients harbored two LPIN1 mutations, including a frequent intragenic deletion. All presented with severe episodes of rhabdomyolysis, starting before age 6 years except two (8 and 42 years). Few patients also suffered from permanent muscle symptoms, including the eldest ones (≥ 40 years). Around 3/4 of muscle biopsies showed accumulation of lipid droplets. At least 40% of heterozygous relatives presented muscular myalgia. Nine heterozygous SNPs in LPIN family genes were identified in milder phenotypes (mild rhabdomyolysis or myalgia). These variants were non-functional in yeast complementation assay based on respiratory activity, except the LPIN3-P24L variant.              Conclusion:                    LPIN1-related myolysis constitutes a major cause of early-onset rhabdomyolysis and occasionally in adults. Heterozygous LPIN1 mutations may cause mild muscular symptoms. No major defects of LPIN2 or LPIN3 genes were associated with muscular manifestations."
33986192,Myocardial Lipin 1 knockout in mice approximates cardiac effects of human LPIN1 mutations,"Abstract:Lipin 1 is a bifunctional protein that is a transcriptional regulator and has phosphatidic acid (PA) phosphohydrolase activity, which dephosphorylates PA to generate diacylglycerol. Human lipin 1 mutations lead to episodic rhabdomyolysis, and some affected patients exhibit cardiac abnormalities, including exercise-induced cardiac dysfunction and cardiac triglyceride accumulation. Furthermore, lipin 1 expression is deactivated in failing heart, but the effects of lipin 1 deactivation in myocardium are incompletely understood. We generated mice with cardiac-specific lipin 1 KO (cs-Lpin1-/-) to examine the intrinsic effects of lipin 1 in the myocardium. Cs-Lpin1-/- mice had normal systolic cardiac function but mild cardiac hypertrophy. Compared with littermate control mice, PA content was higher in cs-Lpin1-/- hearts, which also had an unexpected increase in diacylglycerol and triglyceride content. Cs-Lpin1-/- mice exhibited diminished cardiac cardiolipin content and impaired mitochondrial respiration rates when provided with pyruvate or succinate as metabolic substrates. After transverse aortic constriction-induced pressure overload, loss of lipin 1 did not exacerbate cardiac hypertrophy or dysfunction. However, loss of lipin 1 dampened the cardiac ionotropic response to dobutamine and exercise endurance in association with reduced protein kinase A signaling. These data suggest that loss of lipin 1 impairs cardiac functional reserve, likely due to effects on glycerolipid homeostasis, mitochondrial function, and protein kinase A signaling.              Keywords:                    Cardiology; Cardiovascular disease; Intermediary metabolism; Metabolism; Mitochondria."
26276647,Association of LPIN1 gene variations with markers of metabolic syndrome in population from Bosnia and Herzegovina,"Abstract                        Aim:                    To investigate association of two LPIN1 gene variations with main traits of metabolic syndrome (MS) (waist circumference, body mass index, blood pressure, triglycerides, HDL-cholesterol and fasting glucose levels) in population from Bosnia and Herzegovina.              Methods:                    This study included 43 patients with metabolic syndrome and 43 healthy controls from General Hospital in Tešanj, Bosnia and Herzegovina. Subjects were genotyped for two LPIN1 gene variations (rs11693809: C>T and rs2716610: C>T) by real time PCR method.              Results:                    In control subjects LPIN1 polymorphism, rs2716610: C>T, was significantly associated with a lower body mass index (BMI) (p=0.008) and waist circumference (p=0.008). The second analyzed rs11693809: C>T polymorphism was associated with lower blood HbA1c levels (p=0.048) in a group of MS patients.              Conclusion:                    Results of our study suggest that rs2716610: C>T polymorphism of LPIN1 gene could have a protective effect against development of metabolic syndrome, while rs11693809: C>T might affect a glucose control in patients with MS.              Keywords:                    LPIN1 gene; gene variations; markers; metabolic syndrome."
32913636,Detection of compound heterozygous variants in LPIN1 does not necessarily imply pathogenicity in a patient with rhabdomyolysis,"Abstract:In a recent article by Yim et al., a 15-month-old male is described who experienced severe rhabdomyolysis with a creatine-kinase value (CKV) of 127494 U/l one day after intramuscular injection of an unidentified drug by the general practitioner. Rhabdomyolysis was not attributed to this injected drug but to compound heterozygous variants in LPIN1. The study has a number of shortcomings. Triggers of rhabdomyolysis should be unequivocally identified, a more extensive family history should be taken, and previous CKVs should be provided. Functional and biochemical tests should be carried out to confirm or exclude pathogenicity of the LPIN1 variants.              Keywords:                    LPIN1; genetics; myoglobinurea; renal insufficiency; rhabdomyolysis."
30381013,Phenotypic Modulation of Skeletal Muscle Fibers in LPIN1-Deficient Lipodystrophic ( fld) Mice,"Abstract:Lipin-1 ( Lpin1)-deficient lipodystrophic mice have scant and immature adipocytes and develop transient fatty liver early in life. Unlike normal mice, these mice cannot rely on stored triglycerides to generate adenosine triphosphate (ATP) from the β-oxidation of fatty acids during periods of fasting. To compensate, these mice store much higher amounts of glycogen in skeletal muscle and liver than wild-type mice in order to support energy needs during periods of fasting. Our studies demonstrated that there are phenotypic changes in skeletal muscle fibers that reflect an adaptation to this unique metabolic situation. The phenotype of skeletal muscle (soleus, gastrocnemius, plantaris, and extensor digitorum longus [EDL]) from Lpin1-/- was evaluated using various methods including immunohistochemistry for myosin heavy chains (Myh) 1, 2, 2a, 2b, and 2x; enzyme histochemistry for myosin ATPase, cytochrome-c oxidase (COX), and succinyl dehydrogenase (SDH); periodic acid-Schiff; and transmission electron microscopy. Fiber-type changes in the soleus muscle of Lpin1-/- mice were prominent and included decreased Myh1 expression with concomitant increases in Myh2 expression and myosin-ATPase activity; this change was associated with an increase in the presence of Myh1/2a or Myh1/2x hybrid fibers. Alterations in mitochondrial enzyme activity (COX and SDH) were apparent in the myofibers in the soleus, gastrocnemius, plantaris, and EDL muscles. Electron microscopy revealed increases in the subsarcolemmal mitochondrial mass in the muscles of Lpin1-/- mice. These data demonstrate that lipin-1 deficiency results in phenotypic fiber-specific modulation of skeletal muscle necessary for compensatory fuel utilization adaptations in lipodystrophy.              Keywords:                    lipin-1; lipodystrophy; mitochondria; mouse model; myosin heavy chain; skeletal muscle."
21263402,Association of PPARG and LPIN1 gene polymorphisms with metabolic syndrome and type 2 diabetes,"Abstract                        Aim:                    Lipin 1 is a recently discovered multifunctional protein involved in the metabolism of lipids, while PPARgamma is involved in adipocyte differentiation, and regulation of lipid metabolism. Up to now, LPIN1 and PPARG gene polymorphisms have been associated with type 2 diabetes, metabolic syndrome, and central obesity. In this study, we hypothesized that genetic variants within LPIN1 and PPARG genes were associated with traits of metabolic syndrome. Correlation between biochemical parameters (including but not limited to, glucose, HbA1c, insulin levels, HDL and LDL cholesterol, triglycerides, serum proteins, liver enzymes) and frequency of polymorphisms in LPIN1 (rs11693809 and rs2716610) and PPARG gene (rs10865710, rs3856806 and rs1801282), was tested in this study.              Methods:                    The study included 70 patients diagnosed with metabolic syndrome and type 2 diabetes. Two polymorphisms of LPIN1 gene (rs11693809 and rs2716610), and three polymorphisms of PPARG gene (rs10865710, rs385806 and rs1801282) were analyzed by real time PCR and conventional PCR-RFLP methods.              Results:                    Our analysis revealed correlation between insulin levels and rs11693809 LPIN1 polymorphism in diabetic patients. Also the results of this study showed an association of rs10865710 and rs385806 polymorphism of PPARG with HDL cholesterol and LDL plus total cholesterol levels, respectively.              Conclusion:                    These data reflect an association of analyzed PPARG and LPIN1 gene polymorphisms with values of insulin, HDL, LDL and total cholesterol witch indicates an important role of these genes in lipid metabolism and pathogenesis of type 2 diabetes and metabolic syndrome."
20101248,"Relation between human LPIN1, hypoxia and endoplasmic reticulum stress genes in subcutaneous and visceral adipose tissue","Abstract                        Context:                    LPIN1 is the phosphatidic acid phosphatase that produces 1,2-diacylglycerol, and thus it is related to the synthesis of triglycerides in the adipocyte. LPIN1 has a role in lipid synthesis and nuclear receptor coactivation, both of which may be involved in lipid homeostasis and metabolism. Among others, hypoxia and endoplasmic reticulum (ER) stress are being shown to be related to the adipose dysfunction found in human obesity.              Objective:                    The aim of this study was to analyze LPIN1 gene expression in human adipose tissue in parallel with several hypoxia, angiogenic, ER stress and peroxisome proliferator-activated receptor (PPAR)-related genes in human obesity.              Design and patients:                    Gene expression was quantified in abdominal (subcutaneous and visceral) adipose tissue from 62 subjects.              Results:                    We have shown a marked association between LPIN1 and PPARalpha gene expression both in subcutaneous and visceral adipose tissues. Similarly, a strong interdependence with vascular endothelial growth factor (VEGF) gene expression was also described; in fact, LPIN1 and VEGF expression levels were significantly decreased with obesity to a similar extent.              Conclusion:                    These associations might suggest a possible role of LPIN1 in stress conditions that occur in chronic obesity and underlie insulin resistance."
34601076,miRNA-124-3p targeting of LPIN1 attenuates inflammation and apoptosis in aged male rats cardiopulmonary bypass model of perioperative neurocognitive disorders,"Abstract:Perioperative neurocognitive disorder (PND) is recently recommended to define the cognitive decrease during the perioperative period. However, the disease's underlying mechanisms remain unclear. MicroRNAs (miRNAs) are noncoding RNAs that play a vital role in regulating neuroregeneration and neuronal apoptosis. In this study, miR-124-3p was significantly reduced in the PND rat model after a cardiopulmonary bypass (CPB) procedure. MicroRNA-124 (miR-124)-3p-overexpressed lentivirus was constructed and injected via the intracerebroventricular method before CPB. Morris Water Maze test (WMW) and the Open-Field test (OFT) were used to measure behavior changes, data shows decline of cognitive function of rats after CPB. PND rats expressed higher Aβ and p-Tau Protein by using immunohistochemistry (IHC) analyses and Enzyme-Linked Immune Sorbent Assay (ELISA). Moreover, the results of IHC, ELISA, Western Blot analysis (WB) and Terminal-deoxynucleotidyl Transferase Mediated Nick End Labeling Assay (TUNEL) showed CPB procedure induced inflammation and apoptosis in rats with PND. The data also revealed the protective function of miR-124-3p overexpression against PND in relieving inflammation, cell apoptosis, and alleviating repaired cognitive function. Moreover, miR-124-3p was predicted by directly targeting LPIN1. This study gives a novel viewpoint that miR-124-3p could improve the state of PND via modulating LPIN1, therefore providing a new strategy for preventing and treating PND in a preclinical application.              Keywords:                    Apoptosis; Inflammation; LPIN1; MiR-124-3p; Perioperative neurocognitive disorder."
22055193,ROS-mediated p53 induction of Lpin1 regulates fatty acid oxidation in response to nutritional stress,"Abstract:The p53 protein is activated by stress signals and exhibits both protective and death-promoting functions that are considered important for its tumor suppressor function. Emerging evidence points toward an additional role for p53 in metabolism. Here, we identify Lpin1 as a p53-responsive gene that is induced in response to DNA damage and glucose deprivation. Lpin1 is essential for adipocyte development and fat metabolism, and mutation in this gene is responsible for the lypodystrophy phenotype in fld mice. We show that p53 and Lpin1 regulate fatty acid oxidation in mouse C2C12 myoblasts. p53 phosphorylation on Ser18 in response to low glucose is ROS and ATM dependent. Lpin1 expression in response to nutritional stress is controlled through the ROS-ATM-p53 pathway and is conserved in human cells. Lpin1 provides a critical link between p53 and metabolism that may be an important component in mediating the tumor suppressor function of p53."
33203880,Proto-oncogene Src links lipogenesis via lipin-1 to breast cancer malignancy,"Abstract:Increased lipogenesis has been linked to an increased cancer risk and poor prognosis; however, the underlying mechanisms remain obscure. Here we show that phosphatidic acid phosphatase (PAP) lipin-1, which generates diglyceride precursors necessary for the synthesis of glycerolipids, interacts with and is a direct substrate of the Src proto-oncogenic tyrosine kinase. Obesity-associated microenvironmental factors and other Src-activating growth factors, including the epidermal growth factor, activate Src and promote Src-mediated lipin-1 phosphorylation on Tyr398, Tyr413 and Tyr795 residues. The tyrosine phosphorylation of lipin-1 markedly increases its PAP activity, accelerating the synthesis of glycerophospholipids and triglyceride. Alteration of the three tyrosine residues to phenylalanine (3YF-lipin-1) disables lipin-1 from mediating Src-enhanced glycerolipid synthesis, cell proliferation and xenograft growth. Re-expression of 3YF-lipin-1 in PyVT;Lpin1-/- mice fails to promote progression and metastasis of mammary tumours. Human breast tumours exhibit increased p-Tyr-lipin-1 levels compared to the adjacent tissues. Importantly, statistical analyses show that levels of p-Tyr-lipin-1 correlate with tumour sizes, lymph node metastasis, time to recurrence and survival of the patients. These results illustrate a direct lipogenesis-promoting role of the pro-oncogenic Src, providing a mechanistic link between obesity-associated mitogenic signaling and breast cancer malignancy."
26523976,Three indel variants in chicken LPIN1 exon 6/flanking region are associated with performance and carcass traits,"Abstract:LPIN1 is a Mg(2+)-dependent phosphatidic acid phosphatase. Variation in chicken LPIN1 exon 6 and its flanking regions were identified and three indel variants in 6 breeds and their associations with performance traits were studied. Seven variants were detected from 6 breeds, which contained a synonymous tri-allelic variant (c.924A/T/C) and three indels. The exon 6 variants detected from chicken breeds were conserved among bird species. The indel variation frequency presented clear differences among breeds. Two coding indels (c.1014-1018del3 and c.1125-1138del12) were multiples of three nucleotides and maintained the open reading frames of LPIN1 proteins. However, they were predicted to result in the clear change of the RNA secondary structure of chicken LPIN1 exon 6 and LPIN1 protein conformation. The association analysis showed that c.871-15-22del6 variation had a significant effect on body weight at hatch (BW0) and 2 weeks (BW2); c. 1014-1018del3 variation had a significant effect on BW4, BW6, caecum length and gizzard weight (GW) traits; c.1125-1138del12 variation had a significant effect on BW12, shank length at 4 weeks (SL4), carcass weight, lactate dehydrogenase traits (LDH), glucose (GLU) and albumin (ALB) traits. The genotype combination for c.1014-1018del3 and c.1125-1138del12 also presented significant effects on SL4, SL8, GW, leg muscle weight, ALB, GLU and LDH. The study demonstrated that chicken LPIN1 has an important effect on body, carcass and organ weight, serum LDH, GLU and ALB level."
28649549,LPIN1 deficiency with severe recurrent rhabdomyolysis and persistent elevation of creatine kinase levels due to chromosome 2 maternal isodisomy,"Abstract:Fatty acid oxidation disorders and lipin-1 deficiency are the commonest genetic causes of rhabdomyolysis in children. We describe a lipin-1-deficient boy with recurrent, severe rhabdomyolytic episodes from the age of 4 years. Analysis of the LPIN1 gene that encodes lipin-1 revealed a novel homozygous frameshift mutation in exon 9, c.1381delC (p.Leu461SerfsX47), and complete uniparental isodisomy of maternal chromosome 2. This mutation is predicted to cause complete lipin-1 deficiency. The patient had six rhabdomyolytic crises, with creatine kinase (CK) levels up to 300,000 U/L (normal, 30 to 200). Plasma CK remained elevated between crises. A treatment protocol was instituted, with early aggressive monitoring, hydration, electrolyte replacement and high caloric, high carbohydrate intake. The patient received dexamethasone during two crises, which was well-tolerated and in these episodes, peak CK values were lower than in preceding episodes. Studies of anti-inflammatory therapy may be indicated in lipin-1 deficiency.              Keywords:                    CK, creatine kinase; Chromosome 2; Creatine kinase; DAG, diacylglycerol; LPIN1; Lipin-1; PA, phosphatidic acid; Rhabdomyolysis; Treatment; UPD, uniparental disomy; Uniparental disomy; aCGH, array comparative genomic hybridization."
